year,material,region,end_use,value
2038,tin,EU27,electrical_equipment,86419.60221
2039,tin,EU27,electrical_equipment,88300.84813
2040,tin,EU27,electrical_equipment,90325.02897
2041,tin,EU27,electrical_equipment,92489.1992
2042,tin,EU27,electrical_equipment,94789.53138
2043,tin,EU27,electrical_equipment,97221.32244
2044,tin,EU27,electrical_equipment,99779.01884
2045,tin,EU27,electrical_equipment,102456.2589
2046,tin,EU27,electrical_equipment,105245.9298
2047,tin,EU27,electrical_equipment,108140.2374
2048,tin,EU27,electrical_equipment,111130.785
2049,tin,EU27,electrical_equipment,114208.6596
2050,tin,EU27,electrical_equipment,117364.5211
2051,tin,EU27,electrical_equipment,120588.6938
2052,tin,EU27,electrical_equipment,123871.2557
2053,tin,EU27,electrical_equipment,127202.1244
2054,tin,EU27,electrical_equipment,130571.1376
2055,tin,EU27,electrical_equipment,133968.1265
2056,tin,EU27,electrical_equipment,137382.9807
2057,tin,EU27,electrical_equipment,140805.705
2058,tin,EU27,electrical_equipment,144226.4658
2059,tin,EU27,electrical_equipment,147635.6296
2060,tin,EU27,electrical_equipment,151023.792
2061,tin,EU27,electrical_equipment,154381.799
2062,tin,EU27,electrical_equipment,157700.7613
2063,tin,EU27,electrical_equipment,160972.0629
2064,tin,EU27,electrical_equipment,164187.3645
2065,tin,EU27,electrical_equipment,167338.6039
2066,tin,EU27,electrical_equipment,170417.994
2067,tin,EU27,electrical_equipment,173418.0193
2068,tin,EU27,electrical_equipment,176331.4332
2069,tin,EU27,electrical_equipment,179151.2542
2070,tin,EU27,electrical_equipment,181870.7654
2071,tin,EU27,electrical_equipment,184483.5136
2072,tin,EU27,electrical_equipment,186983.312
2073,tin,EU27,electrical_equipment,189364.2439
2074,tin,EU27,electrical_equipment,191620.6686
2075,tin,EU27,electrical_equipment,193747.2289
2076,tin,EU27,electrical_equipment,195746.3418
2077,tin,EU27,electrical_equipment,197620.7138
2078,tin,EU27,electrical_equipment,199373.3309
2079,tin,EU27,electrical_equipment,201007.4465
2080,tin,EU27,electrical_equipment,202526.568
2081,tin,EU27,electrical_equipment,203934.4415
2082,tin,EU27,electrical_equipment,205235.034
2083,tin,EU27,electrical_equipment,206432.5144
2084,tin,EU27,electrical_equipment,207531.232
2085,tin,EU27,electrical_equipment,208535.6926
2086,tin,EU27,electrical_equipment,209450.5335
2087,tin,EU27,electrical_equipment,210280.4958
2088,tin,EU27,electrical_equipment,211030.3964
2089,tin,EU27,electrical_equipment,211705.0977
2090,tin,EU27,electrical_equipment,212309.4773
2091,tin,EU27,electrical_equipment,212848.3974
2092,tin,EU27,electrical_equipment,213326.6734
2093,tin,EU27,electrical_equipment,213749.0444
2094,tin,EU27,electrical_equipment,214120.1435
2095,tin,EU27,electrical_equipment,214444.4709
2096,tin,EU27,electrical_equipment,214726.3674
2097,tin,EU27,electrical_equipment,214969.9924
2098,tin,EU27,electrical_equipment,215179.3026
2099,tin,EU27,electrical_equipment,215358.0355
2100,tin,EU27,electrical_equipment,215509.6958
1870,tin,EU27,machinery_and_equipment,5406.216387
1871,tin,EU27,machinery_and_equipment,10920.31073
1872,tin,EU27,machinery_and_equipment,16542.96269
1873,tin,EU27,machinery_and_equipment,22273.39027
1874,tin,EU27,machinery_and_equipment,28109.32939
1875,tin,EU27,machinery_and_equipment,34047.02296
1876,tin,EU27,machinery_and_equipment,40081.22372
1877,tin,EU27,machinery_and_equipment,46205.21477
1878,tin,EU27,machinery_and_equipment,52410.85138
1879,tin,EU27,machinery_and_equipment,58688.62765
1880,tin,EU27,machinery_and_equipment,65027.77056
1881,tin,EU27,machinery_and_equipment,71416.36376
1882,tin,EU27,machinery_and_equipment,77841.50201
1883,tin,EU27,machinery_and_equipment,84289.47653
1884,tin,EU27,machinery_and_equipment,90745.99005
1885,tin,EU27,machinery_and_equipment,97196.39896
1886,tin,EU27,machinery_and_equipment,103625.9788
1887,tin,EU27,machinery_and_equipment,110020.2075
1888,tin,EU27,machinery_and_equipment,116365.0599
1889,tin,EU27,machinery_and_equipment,122647.3055
1890,tin,EU27,machinery_and_equipment,128854.8004
1891,tin,EU27,machinery_and_equipment,134976.7647
1892,tin,EU27,machinery_and_equipment,141004.0344
1893,tin,EU27,machinery_and_equipment,146929.2799
1894,tin,EU27,machinery_and_equipment,152747.1819
1895,tin,EU27,machinery_and_equipment,158454.5565
1896,tin,EU27,machinery_and_equipment,164050.4251
1897,tin,EU27,machinery_and_equipment,169536.026
1898,tin,EU27,machinery_and_equipment,174914.7647
1899,tin,EU27,machinery_and_equipment,180192.1067
1900,tin,EU27,machinery_and_equipment,185375.4158
1901,tin,EU27,machinery_and_equipment,190473.745
1902,tin,EU27,machinery_and_equipment,195497.5885
1903,tin,EU27,machinery_and_equipment,200458.6059
1904,tin,EU27,machinery_and_equipment,205369.329
1905,tin,EU27,machinery_and_equipment,210242.8645
1906,tin,EU27,machinery_and_equipment,215092.6031
1907,tin,EU27,machinery_and_equipment,219931.9464
1908,tin,EU27,machinery_and_equipment,224774.0603
1909,tin,EU27,machinery_and_equipment,229631.6629
1910,tin,EU27,machinery_and_equipment,234516.8516
1911,tin,EU27,machinery_and_equipment,239440.971
1912,tin,EU27,machinery_and_equipment,244414.5244
1913,tin,EU27,machinery_and_equipment,249447.1242
1914,tin,EU27,machinery_and_equipment,254547.4795
1915,tin,EU27,machinery_and_equipment,259723.4158
1916,tin,EU27,machinery_and_equipment,264981.92
1917,tin,EU27,machinery_and_equipment,270329.2051
1918,tin,EU27,machinery_and_equipment,275770.7887
1919,tin,EU27,machinery_and_equipment,281311.5785
1920,tin,EU27,machinery_and_equipment,286955.961
1921,tin,EU27,machinery_and_equipment,292707.8879
1922,tin,EU27,machinery_and_equipment,298570.9578
1923,tin,EU27,machinery_and_equipment,304548.491
1924,tin,EU27,machinery_and_equipment,310643.5948
1925,tin,EU27,machinery_and_equipment,316859.221
1926,tin,EU27,machinery_and_equipment,323198.2131
1927,tin,EU27,machinery_and_equipment,329663.3456
1928,tin,EU27,machinery_and_equipment,336257.356
1929,tin,EU27,machinery_and_equipment,342982.9687
1930,tin,EU27,machinery_and_equipment,349842.9151
1931,tin,EU27,machinery_and_equipment,356839.9474
1932,tin,EU27,machinery_and_equipment,363976.85
1933,tin,EU27,machinery_and_equipment,371256.4479
1934,tin,EU27,machinery_and_equipment,378681.6118
1935,tin,EU27,machinery_and_equipment,386255.2639
1936,tin,EU27,machinery_and_equipment,393980.3802
1937,tin,EU27,machinery_and_equipment,401859.9939
1938,tin,EU27,machinery_and_equipment,409897.197
1939,tin,EU27,machinery_and_equipment,418095.1426
1940,tin,EU27,machinery_and_equipment,426457.0464
1941,tin,EU27,machinery_and_equipment,434986.1877
1942,tin,EU27,machinery_and_equipment,443685.9117
1943,tin,EU27,machinery_and_equipment,452559.63
1944,tin,EU27,machinery_and_equipment,461610.8227
1945,tin,EU27,machinery_and_equipment,470843.0392
1946,tin,EU27,machinery_and_equipment,480259.9
1947,tin,EU27,machinery_and_equipment,489865.098
1948,tin,EU27,machinery_and_equipment,499662.3999
1949,tin,EU27,machinery_and_equipment,509655.6479
1950,tin,EU27,machinery_and_equipment,519848.7609
1951,tin,EU27,machinery_and_equipment,530245.7361
1952,tin,EU27,machinery_and_equipment,540850.6508
1953,tin,EU27,machinery_and_equipment,551667.6639
1954,tin,EU27,machinery_and_equipment,562701.0171
1955,tin,EU27,machinery_and_equipment,573955.0375
1956,tin,EU27,machinery_and_equipment,585434.1382
1957,tin,EU27,machinery_and_equipment,597142.821
1958,tin,EU27,machinery_and_equipment,609085.6774
1959,tin,EU27,machinery_and_equipment,621267.391
1960,tin,EU27,machinery_and_equipment,633692.7388
1961,tin,EU27,machinery_and_equipment,646366.5936
1962,tin,EU27,machinery_and_equipment,659293.9254
1963,tin,EU27,machinery_and_equipment,672479.8039
1964,tin,EU27,machinery_and_equipment,685929.4
1965,tin,EU27,machinery_and_equipment,699647.988
1966,tin,EU27,machinery_and_equipment,713640.9478
1967,tin,EU27,machinery_and_equipment,727913.7667
1968,tin,EU27,machinery_and_equipment,742472.0421
1969,tin,EU27,machinery_and_equipment,757321.4829
1970,tin,EU27,machinery_and_equipment,772467.9126
1971,tin,EU27,machinery_and_equipment,787917.2708
1972,tin,EU27,machinery_and_equipment,803675.6162
1973,tin,EU27,machinery_and_equipment,819749.1286
1974,tin,EU27,machinery_and_equipment,836144.1111
1975,tin,EU27,machinery_and_equipment,852866.9933
1976,tin,EU27,machinery_and_equipment,867586.2557
1977,tin,EU27,machinery_and_equipment,880314.2674
1978,tin,EU27,machinery_and_equipment,891063.8243
1979,tin,EU27,machinery_and_equipment,899848.7815
1980,tin,EU27,machinery_and_equipment,906684.6798
1981,tin,EU27,machinery_and_equipment,913647.061
1982,tin,EU27,machinery_and_equipment,920704.9543
1983,tin,EU27,machinery_and_equipment,927830.3132
1984,tin,EU27,machinery_and_equipment,934998.0153
1985,tin,EU27,machinery_and_equipment,942185.8379
1986,tin,EU27,machinery_and_equipment,944013.9846
1987,tin,EU27,machinery_and_equipment,940609.5584
1988,tin,EU27,machinery_and_equipment,932103.7289
1989,tin,EU27,machinery_and_equipment,918632.9679
1990,tin,EU27,machinery_and_equipment,900340.186
1991,tin,EU27,machinery_and_equipment,883982.2412
1992,tin,EU27,machinery_and_equipment,869528.0518
1993,tin,EU27,machinery_and_equipment,856953.8855
1994,tin,EU27,machinery_and_equipment,846242.2361
1995,tin,EU27,machinery_and_equipment,837380.6047
1996,tin,EU27,machinery_and_equipment,827616.9387
1997,tin,EU27,machinery_and_equipment,817029.6274
1998,tin,EU27,machinery_and_equipment,805698.6144
1999,tin,EU27,machinery_and_equipment,793704.5805
2000,tin,EU27,machinery_and_equipment,783023.2712
2001,tin,EU27,machinery_and_equipment,774276.7833
2002,tin,EU27,machinery_and_equipment,766517.6271
2003,tin,EU27,machinery_and_equipment,759956.5871
2004,tin,EU27,machinery_and_equipment,754343.3219
2005,tin,EU27,machinery_and_equipment,749803.041
2006,tin,EU27,machinery_and_equipment,745142.7913
2007,tin,EU27,machinery_and_equipment,740079.2975
2008,tin,EU27,machinery_and_equipment,735063.9002
2009,tin,EU27,machinery_and_equipment,730024.9264
2010,tin,EU27,machinery_and_equipment,725983.4056
2011,tin,EU27,machinery_and_equipment,720814.9467
2012,tin,EU27,machinery_and_equipment,715446.711
2013,tin,EU27,machinery_and_equipment,709926.6906
2014,tin,EU27,machinery_and_equipment,703741.7539
2015,tin,EU27,machinery_and_equipment,697017.8511
2016,tin,EU27,machinery_and_equipment,690107.9517
2017,tin,EU27,machinery_and_equipment,682988.0001
2018,tin,EU27,machinery_and_equipment,675285.6125
2019,tin,EU27,machinery_and_equipment,667212.8847
2020,tin,EU27,machinery_and_equipment,658585.8665
2021,tin,EU27,machinery_and_equipment,649335.0236
2022,tin,EU27,machinery_and_equipment,639618.0757
2023,tin,EU27,machinery_and_equipment,629990.521
2024,tin,EU27,machinery_and_equipment,621325.238
2025,tin,EU27,machinery_and_equipment,613627.2134
2026,tin,EU27,machinery_and_equipment,606907.1385
2027,tin,EU27,machinery_and_equipment,601181.0608
2028,tin,EU27,machinery_and_equipment,596469.7949
2029,tin,EU27,machinery_and_equipment,592798.1136
2030,tin,EU27,machinery_and_equipment,590193.7471
2031,tin,EU27,machinery_and_equipment,588686.2285
2032,tin,EU27,machinery_and_equipment,588305.6302
2033,tin,EU27,machinery_and_equipment,589081.2364
2034,tin,EU27,machinery_and_equipment,591040.2034
2035,tin,EU27,machinery_and_equipment,594206.2541
2036,tin,EU27,machinery_and_equipment,598598.4519
2037,tin,EU27,machinery_and_equipment,604230.0953
2038,tin,EU27,machinery_and_equipment,611107.7671
2039,tin,EU27,machinery_and_equipment,619230.5641
2040,tin,EU27,machinery_and_equipment,628589.5283
2041,tin,EU27,machinery_and_equipment,639167.2887
2042,tin,EU27,machinery_and_equipment,650937.9176
2043,tin,EU27,machinery_and_equipment,663866.9968
2044,tin,EU27,machinery_and_equipment,677911.8814
2045,tin,EU27,machinery_and_equipment,693022.1439
2046,tin,EU27,machinery_and_equipment,709140.1762
2047,tin,EU27,machinery_and_equipment,726201.9215
2048,tin,EU27,machinery_and_equipment,744137.709
2049,tin,EU27,machinery_and_equipment,762873.1577
2050,tin,EU27,machinery_and_equipment,782330.1205
2051,tin,EU27,machinery_and_equipment,802427.6374
2052,tin,EU27,machinery_and_equipment,823082.8692
2053,tin,EU27,machinery_and_equipment,844211.9879
2054,tin,EU27,machinery_and_equipment,865730.9998
2055,tin,EU27,machinery_and_equipment,887556.4871
2056,tin,EU27,machinery_and_equipment,909606.2529
2057,tin,EU27,machinery_and_equipment,931799.8631
2058,tin,EU27,machinery_and_equipment,954059.0825
2059,tin,EU27,machinery_and_equipment,976308.2059
2060,tin,EU27,machinery_and_equipment,998474.2903
2061,tin,EU27,machinery_and_equipment,1020487.296
2062,tin,EU27,machinery_and_equipment,1042280.152
2063,tin,EU27,machinery_and_equipment,1063788.748
2064,tin,EU27,machinery_and_equipment,1084951.887
2065,tin,EU27,machinery_and_equipment,1105711.188
2066,tin,EU27,machinery_and_equipment,1126010.971
2067,tin,EU27,machinery_and_equipment,1145798.135
2068,tin,EU27,machinery_and_equipment,1165022.022
2069,tin,EU27,machinery_and_equipment,1183634.305
2070,tin,EU27,machinery_and_equipment,1201588.879
2071,tin,EU27,machinery_and_equipment,1218841.78
2072,tin,EU27,machinery_and_equipment,1235351.12
2073,tin,EU27,machinery_and_equipment,1251077.047
2074,tin,EU27,machinery_and_equipment,1265981.735
2075,tin,EU27,machinery_and_equipment,1280029.381
2076,tin,EU27,machinery_and_equipment,1293235.661
2077,tin,EU27,machinery_and_equipment,1305618.247
2078,tin,EU27,machinery_and_equipment,1317196.723
2079,tin,EU27,machinery_and_equipment,1327992.485
2080,tin,EU27,machinery_and_equipment,1338028.639
2081,tin,EU27,machinery_and_equipment,1347329.889
2082,tin,EU27,machinery_and_equipment,1355922.416
2083,tin,EU27,machinery_and_equipment,1363833.745
2084,tin,EU27,machinery_and_equipment,1371092.596
2085,tin,EU27,machinery_and_equipment,1377728.732
2086,tin,EU27,machinery_and_equipment,1383772.786
2087,tin,EU27,machinery_and_equipment,1389256.078
2088,tin,EU27,machinery_and_equipment,1394210.429
2089,tin,EU27,machinery_and_equipment,1398667.963
2090,tin,EU27,machinery_and_equipment,1402660.906
2091,tin,EU27,machinery_and_equipment,1406221.378
2092,tin,EU27,machinery_and_equipment,1409381.195
2093,tin,EU27,machinery_and_equipment,1412171.665
2094,tin,EU27,machinery_and_equipment,1414623.399
2095,tin,EU27,machinery_and_equipment,1416766.126
2096,tin,EU27,machinery_and_equipment,1418628.526
2097,tin,EU27,machinery_and_equipment,1420238.078
2098,tin,EU27,machinery_and_equipment,1421620.924
2099,tin,EU27,machinery_and_equipment,1422801.756
2100,tin,EU27,machinery_and_equipment,1423803.727
1870,tin,EU27,motor_vehicles_trailers_and_semi_trailers,1122.864043
1871,tin,EU27,motor_vehicles_trailers_and_semi_trailers,2267.89402
1872,tin,EU27,motor_vehicles_trailers_and_semi_trailers,3433.787279
1873,tin,EU27,motor_vehicles_trailers_and_semi_trailers,4617.487164
1874,tin,EU27,motor_vehicles_trailers_and_semi_trailers,5814.206301
1875,tin,EU27,motor_vehicles_trailers_and_semi_trailers,7017.515721
1876,tin,EU27,motor_vehicles_trailers_and_semi_trailers,8219.522312
